mets	metNames	compartment	metFormulas
MAM02646c	oleate	Cytosol	C18H33O2
MAM02646l	oleate	Lysosome	C18H33O2
MAM02646r	oleate	Endoplasmic reticulum	C18H33O2
MAM02646e	oleate	Extracellular	C18H33O2
MAM02647c	oleoyl-CoA	Cytosol	C39H64N7O17P3S
MAM02647m	oleoyl-CoA	Mitochondria	C39H64N7O17P3S
MAM02647x	oleoyl-CoA	Peroxisome	C39H64N7O17P3S
MAM02647r	oleoyl-CoA	Endoplasmic reticulum	C39H64N7O17P3S
MAM02648c	omega-3-arachidonic acid	Cytosol	C20H31O2
MAM02648l	omega-3-arachidonic acid	Lysosome	C20H31O2
MAM02648r	omega-3-arachidonic acid	Endoplasmic reticulum	C20H31O2
MAM02648e	omega-3-arachidonic acid	Extracellular	C20H31O2
MAM02649m	omega-carboxy-trinor-LTB4	Mitochondria	C18H24O6
MAM02649x	omega-carboxy-trinor-LTB4	Peroxisome	C18H24O6
MAM02650x	omega-COOH-dinor-LTE4-CoA	Peroxisome	C42H60N8O22P3S2
MAM02651x	omega-COOH-tetranor-LTE3	Peroxisome	C19H26NO7S
MAM02652x	omega-COOH-tetranor-LTE3-CoA	Peroxisome	C40H55N8O22P3S2
MAM02653c	omeprazole	Cytosol	C17H19N3O3S
MAM02653e	omeprazole	Extracellular	C17H19N3O3S
MAM02654c	O-methylhippurate	Cytosol	C10H10NO3
MAM02655c	O-phospho-L-homoserine	Cytosol	C4H8NO6P
MAM02657c	O-propanoylcarnitine	Cytosol	C10H19NO4
MAM02657m	O-propanoylcarnitine	Mitochondria	C10H19NO4
MAM02657x	O-propanoylcarnitine	Peroxisome	C10H19NO4
MAM02658c	ornithine	Cytosol	C5H13N2O2
MAM02658m	ornithine	Mitochondria	C5H13N2O2
MAM02658e	ornithine	Extracellular	C5H13N2O2
MAM02659c	orotate	Cytosol	C5H3N2O4
MAM02659e	orotate	Extracellular	C5H3N2O4
MAM02660c	orotidine-5-phosphate	Cytosol	C10H10N2O11P
MAM02661c	oxalate	Cytosol	C2O4
MAM02661m	oxalate	Mitochondria	C2O4
MAM02661x	oxalate	Peroxisome	C2O4
MAM02661e	oxalate	Extracellular	C2O4
MAM02663c	oxidized adrenal ferredoxin	Cytosol	X
MAM02664c	oxidized dithiothreitol	Cytosol	C4H8O2S2
MAM02665c	oxidized ferredoxin	Cytosol	X
MAM02665m	oxidized ferredoxin	Mitochondria	X
MAM02666c	oxidized thioredoxin	Cytosol	C525H814N128O160S8
MAM02666m	oxidized thioredoxin	Mitochondria	C525H814N128O160S8
MAM02666n	oxidized thioredoxin	Nucleus	C525H814N128O160S8
MAM02667c	oxo-xanthurenate	Cytosol	C10H5NO4
MAM02668c	oxytocin 1-8	Cytosol	C41H61N10O12S2
MAM02669c	oxytocin	Cytosol	C43H67N12O12S2
MAM02670c	P1,P4-bis(5-adenosyl)-tetraphosphate	Cytosol	C20H24N10O19P4
MAM02671c	P1,P4-bis(5-guanosyl)-tetraphosphate	Cytosol	C20H24N10O21P4
MAM02672g	PA6	Golgi apparatus	C90H145N6O65X
MAM02672l	PA6	Lysosome	C90H145N6O65X
MAM02672e	PA6	Extracellular	C90H145N6O65X
MAM02673c	paclitaxel	Cytosol	C47H31NO14
MAM02673e	paclitaxel	Extracellular	C47H31NO14
MAM02674c	palmitate	Cytosol	C16H31O2
MAM02674l	palmitate	Lysosome	C16H31O2
MAM02674x	palmitate	Peroxisome	C16H31O2
MAM02674r	palmitate	Endoplasmic reticulum	C16H31O2
MAM02674e	palmitate	Extracellular	C16H31O2
MAM02675c	palmitolate	Cytosol	C16H29O2
MAM02675l	palmitolate	Lysosome	C16H29O2
MAM02675r	palmitolate	Endoplasmic reticulum	C16H29O2
MAM02675e	palmitolate	Extracellular	C16H29O2
MAM02676c	palmitoleoyl-carnitine	Cytosol	C23H43NO4
MAM02676m	palmitoleoyl-carnitine	Mitochondria	C23H43NO4
MAM02676r	palmitoleoyl-carnitine	Endoplasmic reticulum	C23H43NO4
MAM02677c	palmitoleoyl-CoA	Cytosol	C37H60N7O17P3S
MAM02677m	palmitoleoyl-CoA	Mitochondria	C37H60N7O17P3S
MAM02677x	palmitoleoyl-CoA	Peroxisome	C37H60N7O17P3S
MAM02677r	palmitoleoyl-CoA	Endoplasmic reticulum	C37H60N7O17P3S
MAM02678c	palmitoyl-CoA	Cytosol	C37H62N7O17P3S
MAM02678m	palmitoyl-CoA	Mitochondria	C37H62N7O17P3S
MAM02678x	palmitoyl-CoA	Peroxisome	C37H62N7O17P3S
MAM02678r	palmitoyl-CoA	Endoplasmic reticulum	C37H62N7O17P3S
MAM02679c	pantetheine	Cytosol	C11H22N2O4S
MAM02679m	pantetheine	Mitochondria	C11H22N2O4S
MAM02680c	pantothenate	Cytosol	C9H16NO5
MAM02680e	pantothenate	Extracellular	C9H16NO5
MAM02681c	PAP	Cytosol	C10H11N5O10P2
MAM02681g	PAP	Golgi apparatus	C10H11N5O10P2
MAM02681l	PAP	Lysosome	C10H11N5O10P2
MAM02682c	PAPS	Cytosol	C10H11N5O13P2S
MAM02682g	PAPS	Golgi apparatus	C10H11N5O13P2S
MAM02682l	PAPS	Lysosome	C10H11N5O13P2S
MAM02683c	paragloboside	Cytosol	C45H79N2O23R
MAM02684c	PC-LD pool	Cytosol	C10H18NO8PR2
MAM02684g	PC-LD pool	Golgi apparatus	C10H18NO8PR2
MAM02684l	PC-LD pool	Lysosome	C10H18NO8PR2
MAM02684r	PC-LD pool	Endoplasmic reticulum	C10H18NO8PR2
MAM02684e	PC-LD pool	Extracellular	C10H18NO8PR2
MAM02685c	PE-LD pool	Cytosol	C7H12NO8PR2
MAM02685g	PE-LD pool	Golgi apparatus	C7H12NO8PR2
MAM02685l	PE-LD pool	Lysosome	C7H12NO8PR2
MAM02685m	PE-LD pool	Mitochondria	C7H12NO8PR2
MAM02685r	PE-LD pool	Endoplasmic reticulum	C7H12NO8PR2
MAM02685e	PE-LD pool	Extracellular	C7H12NO8PR2
MAM02686c	PE-NME-LD pool	Cytosol	C8H14NO8PR2
MAM02687c	pentadecanoyl-[ACP]	Cytosol	C26H49N2O8PRS
MAM02688c	pentadecanoylcarnitine	Cytosol	C22H43NO4
MAM02688m	pentadecanoylcarnitine	Mitochondria	C22H43NO4
MAM02688r	pentadecanoylcarnitine	Endoplasmic reticulum	C22H43NO4
MAM02689c	pentadecanoyl-CoA	Cytosol	C36H60N7O17P3S
MAM02689m	pentadecanoyl-CoA	Mitochondria	C36H60N7O17P3S
MAM02689r	pentadecanoyl-CoA	Endoplasmic reticulum	C36H60N7O17P3S
MAM02690c	pentadecylic acid	Cytosol	C15H29O2
MAM02690l	pentadecylic acid	Lysosome	C15H29O2
MAM02690r	pentadecylic acid	Endoplasmic reticulum	C15H29O2
MAM02690e	pentadecylic acid	Extracellular	C15H29O2
MAM02691c	pentaglutamyl-folate(DHF)	Cytosol	C39H43N11O18
MAM02691l	pentaglutamyl-folate(DHF)	Lysosome	C39H43N11O18
MAM02691m	pentaglutamyl-folate(DHF)	Mitochondria	C39H43N11O18
MAM02691e	pentaglutamyl-folate(DHF)	Extracellular	C39H43N11O18
MAM02692c	pentaglutamyl-folate(THF)	Cytosol	C39H45N11O18
MAM02692l	pentaglutamyl-folate(THF)	Lysosome	C39H45N11O18
MAM02692m	pentaglutamyl-folate(THF)	Mitochondria	C39H45N11O18
MAM02692e	pentaglutamyl-folate(THF)	Extracellular	C39H45N11O18
MAM02693c	pentanoyl-[ACP]	Cytosol	C16H29N2O8PRS
MAM02694c	pentanoyl-CoA	Cytosol	C26H40N7O17P3S
MAM02694m	pentanoyl-CoA	Mitochondria	C26H40N7O17P3S
MAM02695c	pentyl radical	Cytosol	C5H11
MAM02696c	PEP	Cytosol	C3H2O6P
MAM02696m	PEP	Mitochondria	C3H2O6P
MAM02697c	PE-PS-LD pool	Cytosol	C7H12NO8PR2
MAM02699c	peptide-2-(3-carboxy-3-aminopropyl)-L-histidine	Cytosol	C11H15N5O4R2
MAM02700c	peptide-2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	Cytosol	C12H17N5O4R2
MAM02701c	peptide-3-hydroxy-L-aspartate	Cytosol	C5H6N2O5R2
MAM02702c	peptide-L-aspartate	Cytosol	C5H6N2O4R2
MAM02703c	peptide-L-methionine-(S)-S-oxide	Cytosol	C6H10N2O3SR2
MAM02704c	peptide-L-methionine	Cytosol	C6H10N2O2SR2
MAM02705c	peptidyl-allysyl-peptide	Cytosol	C7H10N2O3R2
MAM02706c	peptidylamidoglycolate	Cytosol	C6H9N3O5R2
MAM02707c	peptidylglycine	Cytosol	C6H9N3O4R2
MAM02708c	peptidyl-L-lysyl-peptide	Cytosol	C7H14N3O2R2
MAM02709c	peptidylproline-(omega=0)	Cytosol	C6H8N2O2R2
MAM02710c	peptidylproline-(omega=180)	Cytosol	C6H8N2O2R2
MAM02711c	perillic acid	Cytosol	C10H13O2
MAM02711m	perillic acid	Mitochondria	C10H13O2
MAM02712c	perillyl alcohol	Cytosol	C10H16O
MAM02712e	perillyl alcohol	Extracellular	C10H16O
MAM02713c	perillyl aldehyde	Cytosol	C10H14O
MAM02713m	perillyl aldehyde	Mitochondria	C10H14O
MAM02714c	peroxynitrite	Cytosol	NO3
MAM02715m	PG-CL pool	Mitochondria	C8H12O10PR2
MAM02716c	PGH3	Cytosol	C20H29O5
MAM02716n	PGH3	Nucleus	C20H29O5
MAM02717m	PGP-CL pool	Mitochondria	C8H11O13P2R2
MAM02718c	phenethylamine	Cytosol	C8H12N
MAM02719c	phenylacetaldehyde	Cytosol	C8H8O
MAM02719m	phenylacetaldehyde	Mitochondria	C8H8O
MAM02720c	phenylacetate	Cytosol	C8H7O2
MAM02720m	phenylacetate	Mitochondria	C8H7O2
MAM02721c	phenylacetyl-CoA	Cytosol	C29H38N7O17P3S
MAM02722c	phenylacetylglutamine	Cytosol	C13H16N2O4
MAM02722e	phenylacetylglutamine	Extracellular	C13H16N2O4
MAM02723c	phenylacetylglycine	Cytosol	C10H10NO3
MAM02723e	phenylacetylglycine	Extracellular	C10H10NO3
MAM02724c	phenylalanine	Cytosol	C9H11NO2
MAM02724l	phenylalanine	Lysosome	C9H11NO2
MAM02724m	phenylalanine	Mitochondria	C9H11NO2
MAM02724e	phenylalanine	Extracellular	C9H11NO2
MAM02725c	phenylpyruvate	Cytosol	C9H7O3
MAM02726c	phosphatidate-bile-PC pool	Cytosol	C5H5O8PR2
MAM02727m	phosphatidate-CL pool	Mitochondria	C5H5O8PR2
MAM02728c	phosphatidate-LD-PC pool	Cytosol	C5H5O8PR2
MAM02728g	phosphatidate-LD-PC pool	Golgi apparatus	C5H5O8PR2
MAM02728r	phosphatidate-LD-PC pool	Endoplasmic reticulum	C5H5O8PR2
MAM02729c	phosphatidate-LD-PE pool	Cytosol	C5H5O8PR2
MAM02730c	phosphatidate-LD-PI pool	Cytosol	C5H5O8PR2
MAM02731c	phosphatidate-LD-PS pool	Cytosol	C5H5O8PR2
MAM02732c	phosphatidate-LD-SM pool	Cytosol	C5H5O8PR2
MAM02733c	phosphatidate-LD-TAG pool	Cytosol	C5H5O8PR2
MAM02733r	phosphatidate-LD-TAG pool	Endoplasmic reticulum	C5H5O8PR2
MAM02734c	phosphatidylinositol-3,4,5-trisphosphate	Cytosol	C11H13O22P4R2
MAM02734n	phosphatidylinositol-3,4,5-trisphosphate	Nucleus	C11H13O22P4R2
MAM02735c	phosphatidylinositol-3,5-bisphosphate	Cytosol	C11H14O19P3R2
MAM02735r	phosphatidylinositol-3,5-bisphosphate	Endoplasmic reticulum	C11H14O19P3R2
MAM02736c	phosphatidylinositol-4,5-bisphosphate	Cytosol	C11H14O19P3R2
MAM02736n	phosphatidylinositol-4,5-bisphosphate	Nucleus	C11H14O19P3R2
MAM02737c	phospho-[beta adrenergic receptor]	Cytosol	C4H7N2O6PR2
MAM02738c	phosphocholine	Cytosol	C5H13NO4P
MAM02738g	phosphocholine	Golgi apparatus	C5H13NO4P
MAM02738l	phosphocholine	Lysosome	C5H13NO4P
MAM02739c	phosphodimethylethanolamine	Cytosol	C4H10NO4P
MAM02740e	phospholipids extracellular pool	Extracellular	C5H5O8PR3
MAM02741c	phosphopantetheine	Cytosol	C11H21N2O7PS
MAM02741m	phosphopantetheine	Mitochondria	C11H21N2O7PS
MAM02743c	phosphorhodopsin	Cytosol	C20H28O3PR
MAM02744c	phylloquinone	Cytosol	C31H46O2
MAM02744e	phylloquinone	Extracellular	C31H46O2
MAM02745c	physeteric acid	Cytosol	C14H25O2
MAM02745l	physeteric acid	Lysosome	C14H25O2
MAM02745r	physeteric acid	Endoplasmic reticulum	C14H25O2
MAM02745e	physeteric acid	Extracellular	C14H25O2
MAM02746c	(3R)-phytanic acid	Cytosol	C20H39O2
MAM02746x	(3R)-phytanic acid	Peroxisome	C20H39O2
MAM02746e	(3R)-phytanic acid	Extracellular	C20H39O2
MAM02747c	(3R)-phytanoyl-CoA	Cytosol	C41H70N7O17P3S
MAM02747x	(3R)-phytanoyl-CoA	Peroxisome	C41H70N7O17P3S
MAM02748c	phytoceramide pool	Cytosol	C19H38NO4R
MAM02749c	phytosphingosine	Cytosol	C18H40NO3
MAM02750c	PI pool	Cytosol	C11H16O13PR2
MAM02750g	PI pool	Golgi apparatus	C11H16O13PR2
MAM02750l	PI pool	Lysosome	C11H16O13PR2
MAM02750n	PI pool	Nucleus	C11H16O13PR2
MAM02750r	PI pool	Endoplasmic reticulum	C11H16O13PR2
MAM02751c	Pi	Cytosol	HO4P
MAM02751g	Pi	Golgi apparatus	HO4P
MAM02751l	Pi	Lysosome	HO4P
MAM02751m	Pi	Mitochondria	HO4P
MAM02751n	Pi	Nucleus	HO4P
MAM02751x	Pi	Peroxisome	HO4P
MAM02751r	Pi	Endoplasmic reticulum	HO4P
MAM02751e	Pi	Extracellular	HO4P
MAM02752c	picolinic acid	Cytosol	C6H4NO2
MAM02753c	plasminogen	Cytosol	C3948H6073N1123O1213S59
MAM02753l	plasminogen	Lysosome	C3948H6073N1123O1213S59
MAM02753e	plasminogen	Extracellular	C3948H6073N1123O1213S59
MAM02754c	PNP	Cytosol	C6H5NO3
MAM02754e	PNP	Extracellular	C6H5NO3
MAM02755c	polynucleotide	Cytosol	C15H23O16P2R3
MAM02756c	porphobilinogen	Cytosol	C10H13N2O4
MAM02758c	PPE-NME2-LD pool	Cytosol	C9H16NO8PR2
MAM02759c	PPi	Cytosol	HO7P2
MAM02759m	PPi	Mitochondria	HO7P2
MAM02759n	PPi	Nucleus	HO7P2
MAM02759x	PPi	Peroxisome	HO7P2
MAM02759r	PPi	Endoplasmic reticulum	HO7P2
MAM02759e	PPi	Extracellular	HO7P2
MAM02760c	pregn-5-ene-3,20-dione	Cytosol	C21H30O2
MAM02761c	pregn-5-ene-3,20-dione-17-ol	Cytosol	C21H30O3
MAM02762c	pregnenolone sulfate	Cytosol	C21H31O5S
MAM02762r	pregnenolone sulfate	Endoplasmic reticulum	C21H31O5S
MAM02763c	pregnenolone	Cytosol	C21H32O2
MAM02763m	pregnenolone	Mitochondria	C21H32O2
MAM02763r	pregnenolone	Endoplasmic reticulum	C21H32O2
MAM02764c	presqualene-PP	Cytosol	C30H49O7P2
MAM02765c	previtamin D3	Cytosol	C27H44O
MAM02766x	(2S)-pristanic acid	Peroxisome	C19H37O2
MAM02767c	procollagen-5-hydroxy-L-lysine	Cytosol	C7H14N3O3R2
MAM02768c	procollagen-L-lysine	Cytosol	C7H14N3O2R2
MAM02769c	progesterone	Cytosol	C21H30O2
MAM02769r	progesterone	Endoplasmic reticulum	C21H30O2
MAM02769e	progesterone	Extracellular	C21H30O2
MAM02770c	proline	Cytosol	C5H9NO2
MAM02770l	proline	Lysosome	C5H9NO2
MAM02770m	proline	Mitochondria	C5H9NO2
MAM02770e	proline	Extracellular	C5H9NO2
MAM02771c	propane-1,2-diol	Cytosol	C3H8O2
MAM02772c	propanoate	Cytosol	C3H5O2
MAM02772m	propanoate	Mitochondria	C3H5O2
MAM02772x	propanoate	Peroxisome	C3H5O2
MAM02772e	propanoate	Extracellular	C3H5O2
MAM02773c	propanoyl-[ACP]	Cytosol	C14H25N2O8PRS
MAM02774c	propanoyl-CoA	Cytosol	C24H36N7O17P3S
MAM02774m	propanoyl-CoA	Mitochondria	C24H36N7O17P3S
MAM02774x	propanoyl-CoA	Peroxisome	C24H36N7O17P3S
MAM02775c	propinol adenylate	Cytosol	C13H17N5O8P
MAM02775m	propinol adenylate	Mitochondria	C13H17N5O8P
MAM02776c	prostaglandin A1	Cytosol	C20H31O4
MAM02776e	prostaglandin A1	Extracellular	C20H31O4
MAM02777c	prostaglandin A2	Cytosol	C20H29O4
MAM02777e	prostaglandin A2	Extracellular	C20H29O4
MAM02778c	prostaglandin B1	Cytosol	C20H31O4
MAM02778e	prostaglandin B1	Extracellular	C20H31O4
MAM02779c	prostaglandin B2	Cytosol	C20H29O4
MAM02779e	prostaglandin B2	Extracellular	C20H29O4
MAM02780c	prostaglandin C1	Cytosol	C20H31O4
MAM02780e	prostaglandin C1	Extracellular	C20H31O4
MAM02781c	prostaglandin C2	Cytosol	C20H29O4
MAM02781e	prostaglandin C2	Extracellular	C20H29O4
MAM02782c	prostaglandin D1	Cytosol	C20H33O5
MAM02782e	prostaglandin D1	Extracellular	C20H33O5
MAM02783c	prostaglandin D2	Cytosol	C20H31O5
MAM02783r	prostaglandin D2	Endoplasmic reticulum	C20H31O5
MAM02783e	prostaglandin D2	Extracellular	C20H31O5
MAM02784c	prostaglandin D3	Cytosol	C20H29O5
MAM02784e	prostaglandin D3	Extracellular	C20H29O5
MAM02785c	prostaglandin E1	Cytosol	C20H33O5
MAM02785e	prostaglandin E1	Extracellular	C20H33O5
MAM02786c	prostaglandin E2	Cytosol	C20H31O5
MAM02786r	prostaglandin E2	Endoplasmic reticulum	C20H31O5
MAM02786e	prostaglandin E2	Extracellular	C20H31O5
MAM02787c	prostaglandin E3	Cytosol	C20H29O5
MAM02787n	prostaglandin E3	Nucleus	C20H29O5
MAM02787e	prostaglandin E3	Extracellular	C20H29O5
MAM02788c	prostaglandin F1alpha	Cytosol	C20H35O5
MAM02788e	prostaglandin F1alpha	Extracellular	C20H35O5
MAM02789c	prostaglandin F2alpha	Cytosol	C20H33O5
MAM02789e	prostaglandin F2alpha	Extracellular	C20H33O5
MAM02790c	prostaglandin F2beta	Cytosol	C20H33O5
MAM02790e	prostaglandin F2beta	Extracellular	C20H33O5
MAM02791c	prostaglandin G1	Cytosol	C20H33O6
MAM02791r	prostaglandin G1	Endoplasmic reticulum	C20H33O6
MAM02792c	prostaglandin G2	Cytosol	C20H31O6
MAM02792r	prostaglandin G2	Endoplasmic reticulum	C20H31O6
MAM02792e	prostaglandin G2	Extracellular	C20H31O6
MAM02793c	prostaglandin H1	Cytosol	C20H33O5
MAM02793r	prostaglandin H1	Endoplasmic reticulum	C20H33O5
MAM02794c	prostaglandin H2	Cytosol	C20H31O5
MAM02794r	prostaglandin H2	Endoplasmic reticulum	C20H31O5
MAM02794e	prostaglandin H2	Extracellular	C20H31O5
MAM02795c	prostaglandin I2	Cytosol	C20H31O5
MAM02795r	prostaglandin I2	Endoplasmic reticulum	C20H31O5
MAM02795e	prostaglandin I2	Extracellular	C20H31O5
MAM02796c	prostaglandin J2	Cytosol	C20H29O4
MAM02796r	prostaglandin J2	Endoplasmic reticulum	C20H29O4
MAM02797c	prostaglandin-PGB2-glyceryl ester	Cytosol	C23H36O6
MAM02798c	prostaglandin-PGE2-1-glyceryl ester	Cytosol	C23H38O7
MAM02799c	prostaglandin-PGE2-3-glyceryl ester	Cytosol	C23H38O7
MAM02800c	prostaglandin-PGE2-glyceryl ester	Cytosol	C23H38O7
MAM02802c	prothrombin	Cytosol	C3066H4754N874O941S35
MAM02802l	prothrombin	Lysosome	C3066H4754N874O941S35
MAM02802e	prothrombin	Extracellular	C3066H4754N874O941S35
MAM02803c	protoporphyrin	Cytosol	C34H32N4O4
MAM02803m	protoporphyrin	Mitochondria	C34H32N4O4
MAM02804c	protoporphyrinogen IX	Cytosol	C34H38N4O4
MAM02804m	protoporphyrinogen IX	Mitochondria	C34H38N4O4
MAM02805c	provitamin D3	Cytosol	C27H44O
MAM02806c	PRPP	Cytosol	C5H8O14P3
MAM02806e	PRPP	Extracellular	C5H8O14P3
MAM02807c	pseudouridine-5-phosphate	Cytosol	C9H11N2O9P
MAM02808c	PS-LD pool	Cytosol	C8H11NO10PR2
MAM02808l	PS-LD pool	Lysosome	C8H11NO10PR2
MAM02808r	PS-LD pool	Endoplasmic reticulum	C8H11NO10PR2
MAM02809c	psychosine sulfate	Cytosol	C24H47NO10S
MAM02810c	psychosine	Cytosol	C24H48NO7
MAM02810l	psychosine	Lysosome	C24H48NO7
MAM02811c	putreanine	Cytosol	C7H17N2O2
MAM02812c	putrescine	Cytosol	C4H14N2
MAM02812m	putrescine	Mitochondria	C4H14N2
MAM02812x	putrescine	Peroxisome	C4H14N2
MAM02812e	putrescine	Extracellular	C4H14N2
MAM02813c	pyridoxal	Cytosol	C8H9NO3
MAM02813e	pyridoxal	Extracellular	C8H9NO3
MAM02814c	pyridoxal-phosphate	Cytosol	C8H8NO6P
MAM02814e	pyridoxal-phosphate	Extracellular	C8H8NO6P
MAM02815c	pyridoxamine	Cytosol	C8H13N2O2
MAM02815e	pyridoxamine	Extracellular	C8H13N2O2
MAM02816c	pyridoxamine-phosphate	Cytosol	C8H12N2O5P
MAM02817c	pyridoxine	Cytosol	C8H11NO3
MAM02817e	pyridoxine	Extracellular	C8H11NO3
MAM02818c	pyridoxine-phosphate	Cytosol	C8H10NO6P
MAM02819c	pyruvate	Cytosol	C3H3O3
MAM02819m	pyruvate	Mitochondria	C3H3O3
MAM02819x	pyruvate	Peroxisome	C3H3O3
MAM02819e	pyruvate	Extracellular	C3H3O3
MAM02820c	queuine	Cytosol	C12H15N5O3
MAM02821c	quinidine	Cytosol	C20H25N2O2
MAM02821e	quinidine	Extracellular	C20H25N2O2
MAM02822c	quinolinate	Cytosol	C7H3NO4
MAM02823c	quinonoid dihydrobiopterin	Cytosol	C9H13N5O3
MAM02823n	quinonoid dihydrobiopterin	Nucleus	C9H13N5O3
MAM02824c	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate	Cytosol	C26H34O9
MAM02824r	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate	Endoplasmic reticulum	C26H34O9
MAM02825c	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate	Cytosol	C28H39O9
MAM02825r	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate	Endoplasmic reticulum	C28H39O9
MAM02826c	rac-5,6-epoxy-retinoyl-beta-D-glucuronide	Cytosol	C26H35O9
MAM02826r	rac-5,6-epoxy-retinoyl-beta-D-glucuronide	Endoplasmic reticulum	C26H35O9
MAM02827c	reduced adrenal ferredoxin	Cytosol	X
MAM02828c	reduced ferredoxin	Cytosol	X
MAM02828m	reduced ferredoxin	Mitochondria	X
MAM02829c	reduced vitamin K	Cytosol	C11H9O2R
MAM02832c	retinal	Cytosol	C20H28O
MAM02832r	retinal	Endoplasmic reticulum	C20H28O
MAM02833c	retinoate	Cytosol	C20H27O2
MAM02833r	retinoate	Endoplasmic reticulum	C20H27O2
MAM02833e	retinoate	Extracellular	C20H27O2
MAM02834c	retinol	Cytosol	C20H30O
MAM02834r	retinol	Endoplasmic reticulum	C20H30O
MAM02834e	retinol	Extracellular	C20H30O
MAM02835c	retinoyl-CoA	Cytosol	C41H58N7O17P3S
MAM02836c	retinoyl-glucuronide	Cytosol	C26H35O8
MAM02836r	retinoyl-glucuronide	Endoplasmic reticulum	C26H35O8
MAM02836e	retinoyl-glucuronide	Extracellular	C26H35O8
MAM02837e	retinyl palmitate	Extracellular	C36H60O2
MAM02838c	retinyl-ester	Cytosol	C21H29O2R
MAM02839c	reverse triiodthyronine	Cytosol	C15H12I3NO4
MAM02839r	reverse triiodthyronine	Endoplasmic reticulum	C15H12I3NO4
MAM02839e	reverse triiodthyronine	Extracellular	C15H12I3NO4
MAM02840c	rhodopsin	Cytosol	C20H28R
MAM02841c	ribitol	Cytosol	C5H12O5
MAM02841e	ribitol	Extracellular	C5H12O5
MAM02842c	riboflavin	Cytosol	C17H20N4O6
MAM02842e	riboflavin	Extracellular	C17H20N4O6
MAM02843c	ribose	Cytosol	C5H10O5
MAM02843e	ribose	Extracellular	C5H10O5
MAM02844c	ribose-1-phosphate	Cytosol	C5H9O8P
MAM02845c	ribose-5-phosphate	Cytosol	C5H9O8P
MAM02845r	ribose-5-phosphate	Endoplasmic reticulum	C5H9O8P
MAM02846c	ribulose-5-phosphate	Cytosol	C5H9O8P
MAM02846r	ribulose-5-phosphate	Endoplasmic reticulum	C5H9O8P
MAM02847c	RNA	Cytosol	C15H22O19P3R3
MAM02847n	RNA	Nucleus	C15H22O19P3R3
MAM02848c	RNA-3-terminal-phosphate	Cytosol	C15H22O19P3R3
MAM02849c	RNA-terminal-2,3-cyclic-phosphate	Cytosol	C15H21O18P3R3
MAM02850c	S-(1,2-dichlorovinyl)glutathione	Cytosol	C12H16Cl2N3O6S
MAM02851c	S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione	Cytosol	C30H49N3O10S
MAM02852c	S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione	Cytosol	C30H47N3O10S
MAM02853c	S-(2,2-dichloro-1-hydroxy)ethyl glutathione	Cytosol	C12H19Cl2N3O7S
MAM02854c	S-(2-chloroacetyl)glutathione	Cytosol	C12H17ClN3O7S
MAM02855c	S-(2-hydroxyethyl)glutathione	Cytosol	C12H20N3O7S
MAM02856m	S-(2-methylbutanoyl)-dihydrolipoamide	Mitochondria	C13H25NO2S2
MAM02857m	S-(2-methylpropanoyl)-dihydrolipoamide	Mitochondria	C12H23NO2S2
MAM02858m	S-(3-methylbutanoyl)-dihydrolipoamide	Mitochondria	C13H25NO2S2
MAM02859c	S-(9-deoxy-delta12-PGD2)-glutathione	Cytosol	C30H47N3O10S
MAM02860c	S-(9-deoxy-delta9,12-PGD2)-glutathione	Cytosol	C30H45N3O10S
MAM02861c	S-(formylmethyl)glutathione	Cytosol	C12H17N3O7S
MAM02862c	S-(PGA1)-glutathione	Cytosol	C30H47N3O10S
MAM02863c	S-(PGA2)-glutathione	Cytosol	C30H45N3O10S
MAM02864c	S-(PGJ2)-glutathione	Cytosol	C30H45N3O10S
MAM02865c	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate	Cytosol	C9H10N2O5S
MAM02866c	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione	Cytosol	C16H21N5O8S
MAM02867c	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine	Cytosol	C9H12N3O4S
MAM02868m	saccharopine	Mitochondria	C11H19N2O6
MAM02869m	S-acetyldihydrolipoamide	Mitochondria	C10H19NO2S2
MAM02870c	S-adenosylmethioninamine	Cytosol	C14H24N6O3S
MAM02871c	SAH	Cytosol	C14H20N6O5S
MAM02871m	SAH	Mitochondria	C14H20N6O5S
MAM02871n	SAH	Nucleus	C14H20N6O5S
MAM02871r	SAH	Endoplasmic reticulum	C14H20N6O5S
MAM02872c	SAICAR	Cytosol	C13H15N4O12P
MAM02873c	salsoline	Cytosol	C11H16NO2
MAM02874c	salsoline-1-carboxylate	Cytosol	C12H15NO4
MAM02875c	salsolinol	Cytosol	C10H14NO2
MAM02876c	salsolinol-1-carboxylate	Cytosol	C11H13NO4
MAM02877c	SAM	Cytosol	C15H23N6O5S
MAM02877m	SAM	Mitochondria	C15H23N6O5S
